Cód.,Município,PIB (Mil Reais),Impostos (Mil Reais),VA da agropecuária (Mil Reais),VA da indústria (Mil Reais),VA dos serviços (Mil Reais),VA da administração pública (Mil Reais)
3304110,Porto Real (RJ),2424841,767742,5397,742936,689784,218982
3304128,Quatis (RJ),277895,19974,12596,16341,105736,123248
3304144,Queimados (RJ),3875540,420840,2973,568267,1802471,1080989
3304151,Quissamã (RJ),3821757,49064,22302,2458154,987909,304329
3304201,Resende (RJ),8564525,2218748,34588,1877917,3329947,1103325
3304300,Rio Bonito (RJ),1554559,141413,22159,116260,786629,488099
3304409,Rio Claro (RJ),390324,42568,59541,16784,100600,170830
3304508,Rio das Flores (RJ),218128,13587,11335,48866,52709,91630
3304524,Rio das Ostras (RJ),7741510,356805,8991,3383995,2690958,1300761
3304557,Rio de Janeiro (RJ),354981484,83181766,91496,35553137,182466624,53688461
3304607,Santa Maria Madalena (RJ),188973,13807,15878,7459,49312,102517
3304706,Santo Antônio de Pádua (RJ),1157848,93979,39098,241110,464321,319340
3304755,São Francisco de Itabapoana (RJ),1024129,115558,207251,100880,260143,340296
3304805,São Fidélis (RJ),734802,44558,36956,68597,287437,297254
3304904,São Gonçalo (RJ),18351500,1339840,65322,1668696,8299207,6978435
3305000,São João da Barra (RJ),7967977,403489,43294,3626927,3458837,435431
3305109,São João de Meriti (RJ),9795913,829765,1270,546883,5292076,3125919
3305133,São José de Ubá (RJ),179246,20438,36394,10444,46106,65864
3305158,São José do Vale do Rio Preto (RJ),540470,72697,115753,36054,137150,178816
3305208,São Pedro da Aldeia (RJ),2437075,242584,31588,245032,1153791,764080
3305307,São Sebastião do Alto (RJ),202943,21200,35475,7824,46107,92337
3305406,Sapucaia (RJ),753926,130623,55272,98743,317014,152274
3305505,Saquarema (RJ),10716087,203335,17395,6589809,3180984,724564
3305554,Seropédica (RJ),4158503,551414,14336,698810,2268847,625096
3305604,Silva Jardim (RJ),494797,36580,33902,74903,136115,213298
3305703,Sumidouro (RJ),437932,73373,127331,19309,85041,132878
3305752,Tanguá (RJ),579071,38117,15041,39476,217844,268593
3305802,Teresópolis (RJ),5327011,453668,270632,532381,2656289,1414041
3305901,Trajano de Moraes (RJ),206774,17362,23560,8663,57232,99956
3306008,Três Rios (RJ),4363281,588384,15759,1385743,1727035,646360
3306107,Valença (RJ),2051076,190792,39670,380568,882571,557475
3306156,Varre-Sai (RJ),196599,15296,24053,8441,53615,95193
3306206,Vassouras (RJ),1091569,78949,24570,138981,542876,306193
3306305,Volta Redonda (RJ),11017667,1594477,5849,2373068,4959997,2084277
3500105,Adamantina (SP),1136221,88204,37858,123147,693468,193544
3500204,Adolfo (SP),111368,3697,30400,16288,38368,22615
3500303,Aguaí (SP),1025597,131472,87990,290073,380005,136057
3500402,Águas da Prata (SP),170438,12336,14675,20077,90024,33326
3500501,Águas de Lindóia (SP),530958,35870,5695,36406,356669,96318
3500550,Águas de Santa Bárbara (SP),174713,10812,48636,10128,69095,36041
3500600,Águas de São Pedro (SP),145907,7797,0,13619,102558,21932
3500709,Agudos (SP),2294251,358600,76764,937543,736188,185157
3500758,Alambari (SP),103302,4971,30670,7152,34419,26089
3500808,Alfredo Marcondes (SP),86908,14518,5394,13424,32536,21037
3500907,Altair (SP),90675,5125,35276,4340,21992,23941
3501004,Altinópolis (SP),535265,33965,154597,19082,257278,70343
3501103,Alto Alegre (SP),120606,7337,42927,10302,36904,23136
3501152,Alumínio (SP),2147030,556740,659,1022882,472877,93873
3501202,Álvares Florence (SP),101265,3134,44276,4181,27865,21809
3501301,Álvares Machado (SP),511285,63497,16295,62175,269038,100280
3501400,Álvaro de Carvalho (SP),50695,2071,6651,2572,18913,20488
3501509,Alvinlândia (SP),50660,1408,11107,3594,17077,17473
3501608,Americana (SP),11950333,1594800,10607,3059810,6267578,1017538
3501707,Américo Brasiliense (SP),848475,77055,16189,203710,393126,158395
3501806,Américo de Campos (SP),102007,3664,24952,3478,41686,28227
3501905,Amparo (SP),4244418,656679,90927,1590967,1594385,311460
3502002,Analândia (SP),177346,6352,31371,50735,58146,30743
3502101,Andradina (SP),2057061,164784,120128,439835,1082584,249731
3502200,Angatuba (SP),1006733,87030,136036,310391,362366,110911
3502309,Anhembi (SP),147940,8350,43952,20292,40763,34583
3502408,Anhumas (SP),74613,2472,24132,4844,22412,20754
3502507,Aparecida (SP),1144056,53675,1599,44274,882534,161974
3502606,Aparecida d'Oeste (SP),101312,6295,17555,19249,37096,21116
3502705,Apiaí (SP),601071,46016,108070,135307,214132,97547
3502754,Araçariguama (SP),3441914,647104,1078,833981,1840228,119523
3502804,Araçatuba (SP),7807916,685168,102516,1069184,5239118,711929
3502903,Araçoiaba da Serra (SP),829738,78274,20947,207288,383728,139502
3503000,Aramina (SP),148107,10567,27207,4369,78859,27106
3503109,Arandu (SP),139359,5369,51140,7463,43619,31768
3503158,Arapeí (SP),34001,1351,1651,1714,14261,15025
3503208,Araraquara (SP),10026981,1112542,90853,1687406,6094082,1042098
3503307,Araras (SP),5933882,705518,94914,1232445,3312931,588074
3503356,Arco-Íris (SP),42321,1304,14347,2702,10538,13430
3503406,Arealva (SP),214908,9720,67571,14784,86471,36362
3503505,Areias (SP),46311,1780,4783,1508,18174,20066
3503604,Areiópolis (SP),141874,5989,17489,12264,60748,45385
3503703,Ariranha (SP),743966,173827,19431,81864,426600,42244
3503802,Artur Nogueira (SP),1270689,150694,129120,219691,569032,202151
3503901,Arujá (SP),6482836,1114503,28535,1016473,3943631,379694
3503950,Aspásia (SP),33305,1087,8124,1797,10076,12220
3504008,Assis (SP),3541751,358482,49779,507883,2202844,422764
3504107,Atibaia (SP),6937709,1078113,190339,1516385,3546515,606357
3504206,Auriflama (SP),310563,16626,25385,32945,171630,63976
3504305,Avaí (SP),294317,11220,176693,10412,68615,27377
3504404,Avanhandava (SP),320483,23160,51253,85393,106319,54358
3504503,Avaré (SP),2746044,238037,120633,395737,1605438,386198
3504602,Bady Bassitt (SP),388833,31579,16725,38082,227201,75246
3504701,Balbinos (SP),52784,1546,11709,3309,11730,24490
3504800,Bálsamo (SP),216252,18042,31556,26210,103514,36931
3504909,Bananal (SP),181838,11148,6465,27003,88864,48358
3505005,Barão de Antonina (SP),61864,1859,18980,2920,19850,18255
3505104,Barbosa (SP),113867,5541,18847,8673,51219,29588
3505203,Bariri (SP),1163956,132292,52349,256622,572657,150035
3505302,Barra Bonita (SP),1139199,101866,11754,237607,635813,152159
3505351,Barra do Chapéu (SP),108718,3223,55857,4416,22073,23149
3505401,Barra do Turvo (SP),97131,7185,3174,5353,42883,38536
3505500,Barretos (SP),4832331,413239,193308,993243,2696726,535814
3505609,Barrinha (SP),500657,28792,22580,74266,242335,132683
3505708,Barueri (SP),52820508,13452494,328,4734077,32615520,2018090
3505807,Bastos (SP),1073432,51201,557753,85727,286817,91933
3505906,Batatais (SP),1690905,153182,146186,222096,916459,252982
3506003,Bauru (SP),15324591,1454080,43610,2400670,9930605,1495627
3506102,Bebedouro (SP),3312845,450242,89890,357715,2070572,344426
3506201,Bento de Abreu (SP),120899,9526,31310,26154,33842,20067
3506300,Bernardino de Campos (SP),269154,19123,23128,30790,150175,45937
3506359,Bertioga (SP),1829393,102476,5829,182312,1144491,394285
3506409,Bilac (SP),209591,9381,66388,7820,91625,34378
3506508,Birigui (SP),3453291,322863,53425,613570,1967647,495786
3506607,Biritiba Mirim (SP),758657,26968,324230,40282,246815,120362
3506706,Boa Esperança do Sul (SP),321191,20707,81293,22534,132281,64376
3506805,Bocaina (SP),228468,17594,26683,32117,96322,55753
3506904,Bofete (SP),181676,10688,27861,26097,71224,45806
3507001,Boituva (SP),2942833,447617,20176,945754,1259005,270281
3507100,Bom Jesus dos Perdões (SP),906989,142368,8997,283507,366664,105454
3507159,Bom Sucesso de Itararé (SP),59036,2780,6882,11830,17746,19798
3507209,Borá (SP),42258,2273,11070,7220,12187,9508
3507308,Boracéia (SP),386124,38517,14130,189388,119380,24709
3507407,Borborema (SP),409161,26266,84110,28003,201299,69483
3507456,Borebi (SP),58143,4310,12698,3128,20275,17732
3507506,Botucatu (SP),5134696,477081,178176,1281612,2716027,481799
3507605,Bragança Paulista (SP),6477958,828336,52683,1449784,3496954,650202
3507704,Braúna (SP),97884,4063,21023,7051,39146,26601
3507753,Brejo Alegre (SP),54308,2374,6924,6086,19575,19350
3507803,Brodowski (SP),667525,64680,55460,113421,323358,110605
3507902,Brotas (SP),932880,91314,86781,222678,420349,111758
3508009,Buri (SP),461987,33184,127590,41251,173628,86334
3508108,Buritama (SP),598810,34687,50351,187670,249122,76980
3508207,Buritizal (SP),170741,8827,30069,58553,45328,27964
3508306,Cabrália Paulista (SP),74129,4003,9385,12408,25691,22641
3508405,Cabreúva (SP),5320943,1103646,34964,1523034,2421521,237778
3508504,Caçapava (SP),4041591,617693,14239,1340141,1699975,369543
3508603,Cachoeira Paulista (SP),618062,36393,12056,54914,381586,133112
3508702,Caconde (SP),402227,14268,109523,48209,157417,72811
3508801,Cafelândia (SP),507749,41801,81434,99599,206136,78779
3508900,Caiabu (SP),58568,1627,13453,3750,19191,20547
3509007,Caieiras (SP),3912166,596435,1968,1334727,1583185,395850
3509106,Caiuá (SP),78863,3560,21984,2342,21781,29196
3509205,Cajamar (SP),19427570,4361656,426,2193129,12445618,426741
3509254,Cajati (SP),1394456,175566,188090,521981,386760,122058
3509304,Cajobi (SP),155269,8536,23241,6156,74037,43299
3509403,Cajuru (SP),597732,62922,89943,93211,244711,106944
3509452,Campina do Monte Alegre (SP),116542,5948,21804,10894,48401,29495
3509502,Campinas (SP),65874913,11636785,119273,9583517,39748105,4787233
3509601,Campo Limpo Paulista (SP),2146989,281769,7195,580458,957080,320488
3509700,Campos do Jordão (SP),1318467,81667,4162,120341,888160,224136
3509809,Campos Novos Paulista (SP),154775,7152,61108,6712,54542,25262
3509908,Cananéia (SP),307203,11203,29686,74094,128785,63435
3509957,Canas (SP),107670,11092,1263,15495,54796,25024
3510005,Cândido Mota (SP),1270170,174484,89329,189744,694415,122198
3510104,Cândido Rodrigues (SP),105969,6180,35023,11024,37638,16103
3510153,Canitar (SP),141977,12428,6188,57791,40338,25232
3510203,Capão Bonito (SP),944822,59557,139846,82683,466493,196243
3510302,Capela do Alto (SP),310889,19709,36829,27105,136502,90744
3510401,Capivari (SP),2148541,283749,59878,665786,895513,243615
3510500,Caraguatatuba (SP),4034042,241421,13355,765405,2353779,660082
3510609,Carapicuíba (SP),6156671,533310,234,804371,3657999,1160756
3510708,Cardoso (SP),256870,10663,54978,14430,121854,54945
3510807,Casa Branca (SP),909631,79141,160759,93660,445700,130371
3510906,Cássia dos Coqueiros (SP),177930,2850,121150,6380,30147,17403
3511003,Castilho (SP),699168,63125,73408,160583,294987,107065
3511102,Catanduva (SP),4339528,393442,46089,720266,2662126,517606
3511201,Catiguá (SP),132090,8432,18816,7356,64175,33311
3511300,Cedral (SP),370826,56279,25699,108956,133006,46885
3511409,Cerqueira César (SP),741919,52814,79033,141334,377645,91093
3511508,Cerquilho (SP),1932314,263147,66665,600786,806864,194852
3511607,Cesário Lange (SP),463296,42215,45312,69578,231066,75125
3511706,Charqueada (SP),329744,30923,20674,70711,142314,65122
3511904,Clementina (SP),158273,10218,20913,18605,73552,34985
3512001,Colina (SP),964344,116610,70907,280945,400638,95245
3512100,Colômbia (SP),275948,17797,113909,34015,69123,41103
3512209,Conchal (SP),713512,73333,41186,160809,317230,120953
3512308,Conchas (SP),380832,23366,67993,36127,174627,78718
3512407,Cordeirópolis (SP),3115925,472629,44569,875304,1568933,154490
3512506,Coroados (SP),165008,13076,41673,25050,59284,25925
3512605,Coronel Macedo (SP),86897,2975,31930,5621,23286,23085
3512704,Corumbataí (SP),233957,37460,28803,11336,130753,25604
3512803,Cosmópolis (SP),1732688,179268,17633,539006,720523,276258
3512902,Cosmorama (SP),344310,48668,57750,92688,109793,35411
3513009,Cotia (SP),13365734,2843553,20842,2991455,6507973,1001911
3513108,Cravinhos (SP),1229660,172589,47183,297447,566484,145957
3513207,Cristais Paulista (SP),200466,9012,65617,9722,79452,36664
3513306,Cruzália (SP),103805,10985,19234,3321,55896,14369
3513405,Cruzeiro (SP),2380399,343337,6612,592949,1131030,306470
3513504,Cubatão (SP),15046347,2017274,936,7708891,4552540,766705
3513603,Cunha (SP),264898,10306,24019,12522,132795,85256
3513702,Descalvado (SP),1560979,232143,107982,398814,675215,146825
3513801,Diadema (SP),15301322,2673142,796,4092077,6884720,1650587
3513850,Dirce Reis (SP),45209,3964,6324,8718,13865,12337
3513900,Divinolândia (SP),310293,14715,62708,13905,173068,45897
3514007,Dobrada (SP),111751,8687,20380,8523,38793,35367
3514106,Dois Córregos (SP),675428,66638,93453,105264,303131,106941
3514205,Dolcinópolis (SP),47346,1612,12727,2502,17480,13024
3514304,Dourado (SP),505285,123821,19388,62064,259221,40791
3514403,Dracena (SP),1290237,100661,41755,143707,829521,174593
3514502,Duartina (SP),237597,11232,13647,24820,135001,52897
3514601,Dumont (SP),194798,21963,20109,31893,81298,39535
3514700,Echaporã (SP),123647,4915,35491,6775,48418,28049
3514809,Eldorado (SP),306270,8233,136547,12854,84651,63984
3514908,Elias Fausto (SP),719822,100323,88604,212536,240176,78183
3514924,Elisiário (SP),65100,3195,12197,2697,27127,19883
3514957,Embaúba (SP),53730,1734,13672,5834,17413,15077
3515004,Embu das Artes (SP),14726181,2955336,281,1684955,9101299,984309
3515103,Embu-Guaçu (SP),1210920,161352,2048,227203,562234,258084
3515129,Emilianópolis (SP),61192,1758,16489,4470,19508,18967
3515152,Engenheiro Coelho (SP),531113,58432,30334,77026,280199,85122
3515186,Espírito Santo do Pinhal (SP),1532035,142620,94771,397027,730312,167304
3515194,Espírito Santo do Turvo (SP),73868,3768,15314,4073,26530,24183
3515202,Estrela d'Oeste (SP),409252,44999,36107,125395,165295,37456
3515301,Estrela do Norte (SP),50638,1822,13924,2683,15035,17174
3515350,Euclides da Cunha Paulista (SP),135895,4548,37874,9580,44329,39565
3515400,Fartura (SP),376114,21829,54801,44266,190360,64858
3515509,Fernandópolis (SP),2200770,195153,75074,264929,1385421,280194
3515608,Fernando Prestes (SP),195650,9851,74842,13082,69807,28067
3515657,Fernão (SP),65260,3159,24689,2864,22044,12504
3515707,Ferraz de Vasconcelos (SP),3247304,336176,1980,793609,1474596,640943
3515806,Flora Rica (SP),35391,888,10296,1657,10362,12188
3515905,Floreal (SP),64801,2682,17720,4374,21885,18140
3516002,Flórida Paulista (SP),205104,8523,38334,17645,84391,56210
3516101,Florínea (SP),140940,14151,33965,5164,68902,18757
3516200,Franca (SP),10167369,998207,74924,1632170,6200182,1261886
3516309,Francisco Morato (SP),1588673,81226,472,108070,822478,576427
3516408,Franco da Rocha (SP),3312687,323551,3143,932036,1530105,523851
3516507,Gabriel Monteiro (SP),76232,3103,19163,13469,24762,15734
3516606,Gália (SP),150634,8333,28927,9258,74822,29293
3516705,Garça (SP),1174561,100213,102393,174111,626662,171182
3516804,Gastão Vidigal (SP),73435,3295,18370,3911,27370,20489
3516853,Gavião Peixoto (SP),1079184,143082,29704,694741,181311,30345
3516903,General Salgado (SP),234630,12618,36046,12127,121773,52066
3517000,Getulina (SP),183789,6957,55468,7324,68435,45605
3517109,Glicério (SP),107987,5320,26104,15109,36418,25037
3517208,Guaiçara (SP),166054,12707,16771,16417,71796,48363
3517307,Guaimbê (SP),160072,4797,14062,86445,31550,23218
3517406,Guaíra (SP),3410535,348827,217602,1572575,1077007,194524
3517505,Guapiaçu (SP),622290,63888,55261,160398,259351,83394
3517604,Guapiara (SP),332437,13364,122131,36266,91083,69593
3517703,Guará (SP),489159,35211,57974,76015,229011,90947
3517802,Guaraçaí (SP),264967,12018,103997,9460,98828,40663
3517901,Guaraci (SP),323025,37196,95515,32611,101059,56646
3518008,Guarani d'Oeste (SP),34114,1323,4785,2442,12793,12771
3518107,Guarantã (SP),150763,9093,46737,10942,53416,30575
3518206,Guararapes (SP),977351,67716,209222,132832,437751,129830
3518305,Guararema (SP),1439632,205733,30803,232274,840460,130362
3518404,Guaratinguetá (SP),6488615,1001272,28076,2271039,2716684,471545
3518503,Guareí (SP),226192,11771,52558,29797,61767,70299
3518602,Guariba (SP),878924,74687,45481,184939,413314,160504
3518701,Guarujá (SP),9106599,1126187,35603,1086016,5347455,1511339
3518800,Guarulhos (SP),65165262,10626190,37714,12533704,36397151,5570503
3518859,Guatapará (SP),234272,14552,90914,16440,70002,42365
3518909,Guzolândia (SP),70059,2428,14776,4211,24319,24326
3519006,Herculândia (SP),278340,22091,61240,56385,99893,38731
3519055,Holambra (SP),1006520,91839,321742,113990,402848,76102
3519071,Hortolândia (SP),14730642,2841124,1087,4088063,6830436,969932
3519105,Iacanga (SP),460973,57510,60854,31191,257157,54261
3519204,Iacri (SP),167646,8643,70180,10986,51101,26734
3519253,Iaras (SP),144447,10874,30863,6823,58088,37799
3519303,Ibaté (SP),763049,65430,34199,196023,332585,134812
3519402,Ibirá (SP),244951,14033,27554,43408,106684,53271
3519501,Ibirarema (SP),170343,16592,30597,10931,82297,29927
3519600,Ibitinga (SP),1497195,122875,76975,305875,769741,221729
3519709,Ibiúna (SP),1845191,157100,308923,249914,807481,321774
3519808,Icém (SP),173766,6286,21629,33075,72190,40586
3519907,Iepê (SP),250827,31350,37635,7645,130424,43773
3520004,Igaraçu do Tietê (SP),326750,19503,10019,19296,186966,90966
3520103,Igarapava (SP),1210195,151788,56475,125177,753861,122893
3520202,Igaratá (SP),209303,22162,1488,20947,117579,47126
3520301,Iguape (SP),1256137,24343,81368,588916,427597,133914
3520400,Ilhabela (SP),14967867,130669,3074,10364638,4186509,282977
3520426,Ilha Comprida (SP),1045475,11461,3933,619578,323602,86901
3520442,Ilha Solteira (SP),649513,33269,57973,28598,396688,132984
3520509,Indaiatuba (SP),16730487,3459407,32775,4868377,7251749,1118179
3520608,Indiana (SP),64988,2778,11324,3049,27980,19857
3520707,Indiaporã (SP),91297,3917,19436,4577,42306,21061
3520806,Inúbia Paulista (SP),134511,13970,6322,6447,88247,19526
3520905,Ipaussu (SP),338517,30003,32472,47660,163099,65284
3521002,Iperó (SP),684149,88413,15172,192976,248759,138829
3521101,Ipeúna (SP),474780,56409,16710,211959,154544,35158
3521150,Ipiguá (SP),105587,9651,22543,16662,31509,25222
3521200,Iporanga (SP),58005,1837,6080,3136,22271,24681
3521309,Ipuã (SP),367930,23619,75092,20251,174271,74697
3521408,Iracemápolis (SP),6940523,1306042,18591,3397860,2111767,106263
3521507,Irapuã (SP),160648,5692,58651,9179,54293,32833
3521606,Irapuru (SP),95960,3901,15850,2659,42238,31311
3521705,Itaberá (SP),592346,53864,153287,28097,284902,72196
3521804,Itaí (SP),700365,55585,178353,63624,284818,117985
3521903,Itajobi (SP),612084,42220,191671,69138,238478,70576
3522000,Itaju (SP),97562,6074,34681,8001,28492,20313
3522109,Itanhaém (SP),2037482,113971,39895,148626,1251149,483842
3522158,Itaoca (SP),42330,1701,4707,5960,13512,16450
